Q7K1E3	GO:0005737
Q8IGI1	GO:0005737
Q8IQI9	
Q8IRR5	GO:0005759,GO:0005739
Q8MLY8	GO:0022626,GO:0022627
Q8MRM0	GO:0005737
Q94524	GO:1904115,GO:0005868,GO:0030286,GO:0005874,GO:0032991
Q9I7T7	
Q9V3L0	GO:0016021
Q9V460	GO:0032044,GO:0005700,GO:0005705,GO:0005703,GO:0008023
Q9V4F9	GO:0000785,GO:0070847,GO:0016592,GO:0031618,GO:0005730,GO:0005701
Q9VBW9	GO:0005634
Q9VC48	
Q9VFF0	GO:0005759,GO:0017087,GO:0005750,GO:0005739
Q9VGE4	GO:0005829,GO:0005794,GO:0000138
Q9VIJ5	GO:0005737,GO:0005634,GO:0000502
Q9VPU8	GO:0005730,GO:0005654,GO:1990904,GO:0032040
Q9VS59	GO:0005719,GO:0005634,GO:0005700
Q9W2B7	
Q9XTL9	GO:0005737,GO:0032991
A1Z765	GO:0016021
Q9VJ21	GO:0016021,GO:0016020
A1Z782	GO:0005737,GO:0005886
Q9VA71	GO:0005768
A1Z793	
Q9V3A0	
A1Z7A5	GO:0005730,GO:0005668
P00528	GO:0005829,GO:0031234,GO:0045172,GO:0005886
Q9VHR7	
Q9VNI4	GO:0005783
A1Z7A8	GO:0015030,GO:0000775,GO:0005737,GO:0035363,GO:0016604,GO:0005654,GO:0005819
Q07407	GO:0005737,GO:0005887,GO:0043235
A1ZA03	GO:0032300,GO:0032389
A1ZAJ2	GO:0030424,GO:1904115,GO:0030425,GO:0005871,GO:0005874,GO:0005875,GO:0045202
A8DY79	GO:0048788,GO:0031594,GO:0048786
A8JNJ6	GO:0005912,GO:0016324,GO:0016327,GO:0031941,GO:0005815,GO:0005886,GO:0008091
B7Z0I2	
O61360	GO:0000792,GO:0005634
P10180	GO:0000139,GO:0005634
P13395	GO:0016323,GO:0005938,GO:0045169,GO:0005794,GO:0031594,GO:0005886,GO:0008091,GO:0045170
P30052	GO:0005654,GO:0005634,GO:0005667
P51123	GO:0005730,GO:0005654,GO:0005634,GO:0035102,GO:0005669
Q03427	GO:0005638,GO:0016020,GO:0005652,GO:0034399,GO:0070732
Q0E917	GO:0005856,GO:0005925,GO:0061176,GO:0061177
Q1EC18	GO:0048786
Q27421	
Q7JZC5	
Q7K550	GO:0016282,GO:0033290,GO:0005852
Q9GSR1	GO:0016035
Q9VDA0	GO:0005634
Q9VE54	GO:0005634
Q9VH91	GO:0015629,GO:0005654
Q9VIQ9	
Q9VK42	GO:0005634
Q9VL76	GO:0042645,GO:0005739
Q9VNE4	GO:0005814,GO:0005813,GO:0036064,GO:0000242
Q9VPW4	GO:0034245,GO:0005739
Q9VVR6	GO:0005737,GO:0071819,GO:0005643,GO:0005634,GO:0000124
Q9VWS3	GO:0043231
Q9VXK9	
Q9VXW2	GO:0005634,GO:0005681
Q9VZU5	
Q9W0D3	
Q9W457	GO:0005737,GO:0005829,GO:0005739,GO:0005634
A1Z7C4	GO:0005829,GO:0016021
O44783	GO:0045177,GO:0009898,GO:0005829,GO:0005886
T2FFA4	GO:0016020
A1Z7C7	
Q9VRV9	GO:0031965,GO:0034399
A1Z7D6	
Q9VTP8	
A1Z7E8	
Q9W199	GO:0005763
A1Z7F1	
A1Z7G0	GO:0005615
A1Z7G2	
Q04652	GO:0005737,GO:0005856,GO:0035324,GO:0035183,GO:0045172
Q0E8J3	GO:0031674,GO:0031430,GO:0030017,GO:0030018
Q7KMG7	GO:0070522,GO:0000110,GO:0032991
Q9VKQ5	GO:0005737
Q9VVR2	GO:0005737,GO:0005634
A1Z7G7	GO:0016021,GO:0005887,GO:0008021
Q9VLG9	GO:0005737,GO:0005829
A1Z7H8	GO:0005615
Q23983	GO:0043679,GO:0005737,GO:0031410,GO:0016020,GO:0031201,GO:0043195,GO:0005774
A1Z7I1	GO:0016021
O46108	
P09081	GO:0005634
Q7JR71	GO:0005737,GO:0005615,GO:0005886
Q8INJ8	GO:0005911
Q8MYY3	GO:0005737
Q8SXL5	GO:0005576
Q8T4F7	GO:0005912,GO:0030424,GO:0005911,GO:0031252,GO:0005856,GO:0005829,GO:0030425,GO:0032433,GO:0030027,GO:0071212
Q9NGC3	GO:0016020,GO:0005634
Q9VBP9	GO:0005829,GO:0005654,GO:0005634
Q9VQ95	GO:0005743,GO:0005739,GO:0005634
Q9VRQ5	
Q9VUD3	GO:0044798,GO:0005634
Q9W0M7	GO:0071013,GO:0005634,GO:0071011,GO:0000124,GO:0030532,GO:0005686
A1Z7I2	GO:0016021
Q9W512	
A1Z7J0	
Q9VF20	GO:0016021,GO:0005743,GO:0005774
Q9VMY2	
A1Z7J6	GO:0030134,GO:0030127,GO:0005783,GO:0070971,GO:0000139,GO:0005795
P07487	GO:0005829
P20009	GO:0005634
Q24143	GO:0005634,GO:0090575
Q9V3J4	GO:0000785,GO:0030127,GO:0005789,GO:0061700,GO:0000139,GO:0005765,GO:0005815,GO:0005635,GO:0031080,GO:0005654,GO:0005703,GO:0035859
Q9VKT8	
Q9VRJ3	GO:0031307,GO:0005739
A1Z7K2	
P18489	GO:0030054,GO:0016021,GO:0043005,GO:0005886,GO:0008021,GO:0030672
Q9W401	GO:0005759,GO:0005739
A1Z7K4	GO:0016021
Q9VES4	
Q9VJ59	GO:0012505,GO:0016021
A1Z7K8	GO:0017101,GO:0017102
Q7KUD4	
Q86NX3	
Q8IN89	GO:0005829,GO:0005634,GO:0000159
