A0A0B4JD44	GO:0034976
Q9VPQ2	GO:0007155,GO:0060250,GO:0036098,GO:2001046,GO:0090129,GO:0006457
Q9VSG0	
Q9W142	
Q9W287	
Q6IDD9	GO:0045087,GO:0034128,GO:1901214,GO:0048678,GO:0007165
Q6IDE2	
Q9VNS8	
Q6NL44	
Q9VBS7	
Q9VIK0	GO:0001561
Q9VS39	
Q9VZF1	
Q9W251	GO:0018230,GO:0018345,GO:0006612
Q6NN18	GO:0030497,GO:0034625,GO:0034626,GO:0019367,GO:0030148,GO:0042761
Q9VHH9	GO:0033522,GO:0070544,GO:0034721,GO:0007526,GO:0031146,GO:0007379
Q6NP69	GO:0006749
Q6NP72	
Q6NPB2	GO:0071322,GO:0009267,GO:0042593,GO:0090278,GO:0050848,GO:0070328
Q9W095	GO:0046167,GO:0006071,GO:0016310,GO:0006641
Q7K3G2	
Q9V3Q6	GO:0007256,GO:0006915,GO:0071222,GO:0048749,GO:0050829,GO:0051607,GO:0007391,GO:0007249,GO:0006955,GO:0045087,GO:0007254,GO:0048802,GO:0016318,GO:0061057,GO:0006963,GO:0006964,GO:0010628,GO:0046330,GO:0006468,GO:0010506
Q9VGY5	GO:0070475
Q6NR22	
Q6XPX3	GO:0050482,GO:0006644
Q76NQ1	GO:0042059,GO:0010841,GO:0015031,GO:0006508,GO:0042058,GO:0050708
Q9VRL0	GO:0042776,GO:0006122
Q9VRV0	GO:0000122,GO:0010468
Q7JPN9	GO:0006508
Q7JQ32	GO:0007411,GO:0016199,GO:0006182,GO:0019934,GO:0030198,GO:0007526,GO:0008045,GO:0007428,GO:0006468,GO:0007168,GO:0030510,GO:0009651,GO:0007435,GO:0007165
Q7JQG5	GO:0007411,GO:0007409,GO:0007185
Q9VQW6	
Q7JQT9	GO:0000462
Q7JQV2	GO:0007018
Q7JQW6	GO:0009107,GO:0009249
Q7K1H5	GO:0000398
Q7JQY8	GO:0010468,GO:0006355
Q7JR24	
Q9VN45	GO:0051301,GO:0030514,GO:0045886,GO:0007399,GO:0007274
Q7JR49	GO:0015991
Q7JR58	GO:0006635
Q9VKC7	GO:0030970,GO:0030433
Q9VM63	GO:0070868,GO:0016573,GO:0043486,GO:0097355,GO:0016246,GO:0006367
Q7JRA5	
Q7JRC3	GO:0019439,GO:0006719
Q7JRD4	GO:0007031,GO:0016560,GO:0048137
Q7JRF0	
Q7JRH5	
Q9W2Q2	
Q7JRH7	
Q8T0A1	GO:0006355,GO:0006351
Q7JRJ9	GO:0008356,GO:0016572,GO:0007065,GO:0010032,GO:0051257,GO:0051310,GO:0000281,GO:0008104,GO:0007056
Q7JRM5	
Q9VNI9	GO:0016320
Q7JS69	GO:0030007,GO:0006883,GO:0010248,GO:0010107,GO:0010996,GO:0007605,GO:0036376
Q9VZ54	GO:0060271,GO:0007010,GO:0044458,GO:0046692
Q9W5A7	
Q7JUN3	
Q9VQS6	GO:0048565,GO:0048617,GO:0048619,GO:0009880,GO:0007440,GO:0007442,GO:0016348,GO:0045892,GO:0000122,GO:0007366,GO:0045893,GO:0045944
Q7JUP3	GO:0008219,GO:0002814,GO:0061060,GO:0045861
Q7JUR6	
Q7JUS1	
Q7JUS9	GO:0035435,GO:0006817
Q95YI5	GO:0008643,GO:0001745,GO:0009880,GO:0015783,GO:1990570,GO:0007476,GO:0007447,GO:0007367,GO:0007423,GO:0072334,GO:0015786,GO:0015787,GO:1990569,GO:0015790
Q7JUW8	GO:0000902
Q7JUY7	GO:0043277,GO:0016319,GO:0016322
Q7JUY8	GO:0065004,GO:0042795,GO:0042796,GO:0006383
Q7JV09	
Q7JV70	
Q7JVE7	GO:0007431
Q7JVF1	GO:0035556,GO:0046426,GO:0046854,GO:0045742,GO:0016567,GO:0040008
Q7JVH0	
Q9VAT6	GO:0032504,GO:0045434,GO:0046693
Q9VBY6	GO:0032528,GO:0000398,GO:0008355,GO:0045727,GO:0042052
Q9VSR5	GO:0006390,GO:0032543,GO:0007005,GO:0030307,GO:0006412
Q7JVL3	GO:0000398,GO:0010389
Q7JVM1	GO:0007606
Q7JVN6	GO:0008645
Q8IPV3	GO:0030301,GO:0055085
Q9VBS9	
Q86BP6	GO:0048477
Q7JVR7	GO:0034644,GO:0008284
Q7JVW5	GO:0006383
Q7JVY0	GO:0007527,GO:0050832
Q9U5W9	GO:0051123,GO:0006367
Q9VEQ6	GO:0015991,GO:0055085
Q9VK33	GO:0006342,GO:0007446,GO:0010629,GO:0048477
Q7JW12	GO:0045454
Q9V333	GO:0016577,GO:0070544,GO:0033169,GO:0045892,GO:0010628
Q9V3C6	
Q8IR80	GO:0006886,GO:0032482,GO:0016192
Q9VMV3	GO:0043161,GO:0006511
Q9W099	
Q7K1W4	GO:0019439
Q7JWF1	GO:0006635,GO:0006119
Q7JWG9	GO:0032543,GO:0006412
Q8SXY5	GO:0007099
Q7JWP5	GO:0007166
Q9VF06	
Q7JWP6	GO:0034080,GO:0031848
Q7JWR4	GO:0043248
Q7JWR9	GO:0002181
Q7JWS8	GO:0030036,GO:0031532,GO:0051017,GO:0007015,GO:0016477,GO:0000902,GO:0007391,GO:0007394,GO:0043652,GO:0001737,GO:0042067,GO:0007390,GO:0008258,GO:0035099,GO:0007254,GO:0030032,GO:0008078,GO:0002009,GO:0030838,GO:0090303,GO:0007266,GO:0007435
Q7JWU2	
Q7JWU9	
Q9VAY9	GO:0032543,GO:0006412
Q9VUR8	
Q9W224	GO:0010608,GO:0007288,GO:0007291
Q7JWW5	GO:0032447,GO:0034227,GO:0002143,GO:0002098
Q9NDM2	GO:0035234,GO:0007281,GO:0008354,GO:0007186,GO:0007280
Q9VD59	
Q9VUB3	GO:0006355
Q9W358	GO:0008356,GO:0040001,GO:0007163,GO:0010004,GO:0007186,GO:0055057,GO:0008104,GO:0050821
Q9W497	GO:0001582,GO:0050912,GO:0007637,GO:0010353,GO:0050916,GO:0050909,GO:0007165
Q7KGU6	
Q86B55	GO:0019369,GO:0046340,GO:0071926,GO:0007216,GO:0022008,GO:0042136,GO:0007602,GO:0006979
Q9VBA5	GO:0007370
Q9VLQ6	
Q9VMD2	GO:0006486,GO:0006890
Q9VNZ5	GO:0007216,GO:0007186,GO:0051966
Q9VQX8	
Q9VS98	
Q9VW85	GO:0007480,GO:0035025
Q9W2E4	GO:0006506
Q7JX87	GO:0045454,GO:0034599,GO:0042744,GO:0006979
Q7JX94	GO:0050482,GO:0006644
Q7JXB5	GO:0071333,GO:0006094,GO:0046327,GO:0019543,GO:0006090,GO:0033993,GO:0042594
Q9VAT7	GO:0032504,GO:0045434,GO:0006508,GO:0046693
Q7JXB9	GO:0006309,GO:0000737,GO:0006261,GO:0035234,GO:0000001,GO:0007286
Q9VST2	GO:0061327,GO:0035051,GO:0045944
Q9VC03	GO:0034628,GO:0097062,GO:0045494
Q9VN23	GO:0035556,GO:0018105
Q9VNS7	
Q9VUS6	GO:0042742,GO:0007552
Q9VXT5	
Q9W4U8	
Q9W4V4	
Q9VBM3	GO:0032386
Q9VG59	GO:0006661
Q9W1H5	GO:0000290,GO:0031087,GO:0035195,GO:0000956,GO:0045451,GO:2000637,GO:0010603
Q9VFZ4	
Q9VLP0	
Q7JY31	
Q7JY68	GO:0006470
Q9VIC9	GO:0009258,GO:0009058,GO:0006730
Q7JYK5	
Q7JYM7	
Q7JYP8	
Q7JYV3	GO:0006508
Q8MSU4	GO:0006398,GO:0006378
Q7JYX3	
Q7KMP8	GO:0043248,GO:0043161,GO:0006511
Q7M440	
Q9VP61	GO:0019427,GO:0048149,GO:0006633
Q9VVW2	
Q9W3M4	
Q7JYZ0	GO:0050829,GO:0008152,GO:0032504
Q7JZ51	GO:0045746
Q7JZI2	GO:0007166
Q7JZ53	GO:0006364
Q7JZ56	GO:0031293,GO:0051091,GO:1990440,GO:0035103
Q9VZW7	GO:0006635,GO:0046951,GO:0042594,GO:0070328
Q9TX77	
Q9VKF5	
Q8SXU3	GO:0009058
Q9VWT2	
Q9VYK9	
Q9W0K4	GO:0007455,GO:0061040,GO:0007478,GO:2000736,GO:0006355,GO:0006357,GO:0006351
Q7JZK1	GO:0006120
Q7JZR4	
Q7JZW0	GO:0040003,GO:0032504
Q9VKG8	GO:0019730,GO:0007298
Q9W0C3	GO:0017148,GO:0060213
Q9W4I5	GO:0044782
Q7K010	GO:0007166,GO:0008340
Q7K014	
Q7K015	
Q7K018	GO:0000398,GO:0000381
Q7K025	
Q9VBT6	
Q9VLT5	GO:0042065,GO:0042066,GO:0050896,GO:0007291,GO:0006511,GO:0007601
Q7K036	GO:0030150,GO:0006626
Q7K0A0	GO:0032543,GO:0006412
Q7K0A2	GO:0040003
Q7K0B6	GO:0006749
Q9VD47	
Q9VQH6	GO:0032504,GO:0016267,GO:0006486
Q9VRR2	
Q9VBA8	GO:0016233
Q7K0K1	GO:0006355
Q9VDZ2	GO:0051568
Q9VMP0	
Q9VK59	
Q7K2I4	GO:0006457
Q7K4Y8	GO:0007271
Q9VCK0	GO:0002191,GO:0001732,GO:0006446,GO:0006413
Q9VFL0	GO:0060271,GO:0042073
Q9VGW1	GO:0016339,GO:0044331,GO:0007156,GO:0008360
Q9VI65	GO:0000281,GO:0090175
Q9VLU3	GO:0016573
Q7K0P0	GO:0045924
Q9VJQ4	GO:0006370
Q7KT06	GO:0007015,GO:0030154,GO:0016358,GO:0043066,GO:0009968,GO:0001954,GO:0070374,GO:0006468,GO:0007165
Q9VKW4	GO:0007018
Q9VLP7	GO:0030154,GO:0030237,GO:0080009,GO:0006397,GO:0000381,GO:0001510,GO:0008380,GO:0007548
Q9VXN0	
Q7K0W1	GO:0042407,GO:0030150
Q7K0X3	GO:0007281,GO:0016570,GO:0007406,GO:0045944,GO:0010468,GO:0051569,GO:0007419
Q7K0X9	GO:0034058,GO:0035088,GO:0006886,GO:0035264,GO:0008285,GO:0045571,GO:0007269,GO:0048227,GO:0045807,GO:0035073,GO:0016081,GO:0048278,GO:0006906,GO:0016192
Q9VIY3	
X2JF48	
Q7K127	GO:0016139,GO:0046477,GO:0009311
Q9TVQ5	GO:0006325,GO:0032785,GO:0000122,GO:0032786,GO:0045944,GO:0006368
Q9VUF9	GO:0019991
Q7K137	GO:0060180,GO:0040008,GO:0007165
Q9V9U7	GO:0007023,GO:0007021
Q7K157	
Q9W0F0	GO:0007018
Q7K188	
Q9VDV2	
Q7K1C5	GO:0046854,GO:0072659
Q9VPW2	GO:0000045,GO:0006914,GO:0051697,GO:0015031,GO:0010506
Q7K1Q6	
Q7K1S6	GO:0031122,GO:0035089,GO:0007309
Q7K1T1	GO:0023052
Q9VEK7	GO:0000122
Q7K1V5	GO:0022416,GO:0008407,GO:0007029,GO:0051686,GO:0006887,GO:0001555,GO:0007296
Q9V458	
Q9VMZ9	
Q9VU35	GO:0051085
Q7K1Y4	GO:0016226
Q7K1Z5	GO:1990592
Q8SWU6	
Q7K209	GO:0016052,GO:0009264
Q9VYG8	
Q9I7L4	GO:0006974,GO:0006281,GO:0007406,GO:0043524,GO:0016925,GO:0031000
Q9VGP4	GO:0006606
Q9VR53	GO:0048747,GO:0007517,GO:0048627,GO:0035331,GO:0045927
Q9VAT1	GO:0006355
Q7K275	
Q7K2B1	
Q9VCI0	
Q9V3P6	GO:0043161,GO:0042176
Q9VP18	GO:0015991,GO:0055085
Q9W4E6	GO:0006511
Q9XZ61	GO:0043161,GO:0016579
Q9VCW5	
Q7K2L4	GO:0006508
Q7K2N1	GO:0060271
Q7K2N3	GO:0055085
Q7K2Q8	GO:0006888,GO:0016192
Q9VUZ1	GO:0033227,GO:0006888,GO:0007224,GO:0007283,GO:0016192
Q9VBA2	
Q7K2W6	GO:0050832,GO:0050830,GO:0042417,GO:0042381,GO:0035006,GO:0009611,GO:0035314,GO:0042060
Q9VHN8	GO:0046208
Q9VM60	GO:0051301,GO:0006261,GO:0007062
Q7K2X8	GO:0051315,GO:0034629,GO:0034198,GO:0007293,GO:0010507,GO:0006999,GO:0048477,GO:0045793,GO:1904263,GO:0032008,GO:0015031,GO:0051445,GO:0007346,GO:1903432
Q7K2Y9	GO:0006464
Q9VPM0	GO:0001682,GO:0008033
Q9W032	GO:0008362,GO:0006697,GO:0007390,GO:0007281,GO:0007030,GO:0008258,GO:0002168,GO:0002165,GO:0048542,GO:0007443,GO:0007591,GO:0000398,GO:0016319,GO:0048477,GO:1903220,GO:0007458,GO:0009608
Q9W0A7	GO:0006886,GO:0032482,GO:0016192
Q9W239	
Q7K332	
Q7K3B7	GO:0001561
Q7K3D8	GO:0006338,GO:0006281,GO:0016573,GO:0043968,GO:0043967,GO:0002376,GO:0045892,GO:0002225,GO:0045089
Q9VCD3	
Q8SXZ6	GO:0006355,GO:0006357
Q9VZ22	
Q7K3K5	GO:0006882,GO:0010312,GO:0055069,GO:0071577
Q7K3P0	GO:0006423
Q9VFV6	
Q9VR93	
Q9VUB0	
Q9VHB5	GO:0006897,GO:0034058,GO:0007269,GO:0048227,GO:0016082,GO:0006904,GO:0016192
Q9VKU8	GO:0050829,GO:0000455,GO:0045089
Q9VSB3	
Q9VJC7	GO:0070125,GO:0006414
Q9VNC7	GO:0003333,GO:0006884,GO:0055064,GO:1902476,GO:0055075,GO:0010107,GO:0035725
Q9VF68	
Q9VKX8	GO:0007606,GO:0050808
Q9VMT6	
Q9W3R8	
Q7K3Z2	GO:0007166,GO:0071486,GO:0006897
Q9VFX6	GO:0090630,GO:0006886,GO:0043087
Q7K490	
Q9VXG6	GO:0045332
Q7K4B3	GO:0043248,GO:0006368,GO:0002098
Q8T3P5	
Q7K4C2	
Q7K4G8	GO:0006355
Q7K4I4	
Q7K4J7	
Q9VIW5	
Q9V9W5	GO:0006637
Q7K4P0	
Q7K4Q5	GO:0006470
Q7K4Q9	GO:0006084,GO:0010142,GO:0016126
Q7K4R2	GO:0006355,GO:0006351
Q7K4V4	GO:0042742,GO:0016567,GO:0007291
Q7K4W1	GO:0035600
Q9VJ31	GO:0009086
Q9W4D4	
Q9W4E4	
Q7K519	GO:0071230,GO:0009267,GO:1904263,GO:0032008,GO:0010506
Q9VHJ4	GO:0071230,GO:0009267,GO:0030307,GO:1904263,GO:0032008,GO:0010506
Q7K581	GO:0006446
Q7K5J8	GO:0040003
Q9VSK3	GO:0007549,GO:0009047,GO:0042714,GO:0017148,GO:0006355
Q9VTZ1	GO:0006338,GO:0016573,GO:0043966,GO:0043967,GO:0006355
Q7K5K0	GO:0034587
B7Z031	
Q9VJH7	
R9PY35	
Q9VG55	GO:0018990,GO:0030536,GO:0007218
Q7K860	GO:0019722,GO:0060361,GO:0051300
Q7KAH0	GO:0048813,GO:0031935
Q7KB18	GO:0019439
Q7KF43	GO:0016477,GO:0007417,GO:0007010,GO:0007391,GO:0007427,GO:0045197,GO:0008406,GO:0008258,GO:0007442,GO:0007443,GO:0061024,GO:0007424,GO:0008104,GO:0008360,GO:0035297,GO:0006355,GO:0007431,GO:0007435,GO:0007426
Q7KU30	GO:0042752,GO:0055085
Q9VC08	GO:0040001,GO:0007076,GO:0000281
Q9VMA9	
Q7KK54	GO:0001700,GO:0050919,GO:0048843,GO:0001755,GO:0030335,GO:0071526
Q8SZ15	
Q7KK96	GO:0030261,GO:0000278,GO:2000736
Q7KK97	GO:0008643
Q9V3N4	GO:0008088,GO:0000132,GO:0033697,GO:0048489
Q9VY15	GO:0050829,GO:0035335,GO:0046856
Q9W2T1	
Q7KLI1	GO:0006919,GO:0008635,GO:0006915,GO:0021556,GO:0022416,GO:0048813,GO:0035006,GO:0002921,GO:0070050,GO:0043065,GO:0046672,GO:0034352,GO:0012501,GO:0051291,GO:0051260,GO:0046668,GO:0010332,GO:0042594,GO:0033353,GO:0035071,GO:0035070,GO:1901053,GO:0007291,GO:0070328
Q9VHB3	GO:0034477
Q9VFY4	
Q9W1U2	
Q8T4E7	GO:0016567,GO:0031146
Q9V3Z2	GO:0035006,GO:0035008,GO:0006508
Q9VPJ6	
Q9VKW1	
Q9VPZ4	
Q9VSH1	GO:0001514
Q8IR50	
Q8SZ46	
Q9VP87	GO:0008299
Q9VVG4	GO:0051601,GO:0006887,GO:0006893,GO:0015031
Q9W1A2	GO:0006474
Q9W4R1	GO:0042254
V5P0Q7	GO:0006887
Q9VYG1	GO:0043248
Q9VL18	GO:0006414
Q7KN79	GO:0042023,GO:0045793,GO:0042274,GO:0000056,GO:0006364
Q7KN85	GO:0006085,GO:0006101,GO:0006633,GO:0042593
Q8SYC5	
Q9VIU5	
Q9VUP6	
Q9W2E1	GO:0019230,GO:0050954,GO:0042330
Q9W3C1	GO:0016573,GO:0007275,GO:1904812,GO:0051391
Q95RC5	GO:0090630,GO:0006886,GO:0043087
Q9VIE8	GO:0006099
Q7KNF1	GO:0030727,GO:0007294,GO:0016319,GO:0031054,GO:0031053,GO:0030422,GO:0006396,GO:0016075,GO:0035070
Q7KNF2	GO:0006378,GO:0000398,GO:0000289,GO:1904247,GO:0060050
Q9VIV2	GO:0006397,GO:0051028,GO:0007275,GO:1900364,GO:0045879,GO:0010628,GO:0046833
Q7KNQ9	GO:0001751,GO:0051607,GO:0007173,GO:0007427,GO:0008543,GO:0007474,GO:0008286,GO:0070374,GO:0046579,GO:0007265,GO:0045500,GO:0007165,GO:0007362,GO:0008293,GO:0007426
Q7KNS5	
Q9VG21	GO:0000494,GO:1990258,GO:0031167
Q7KR04	GO:0002181
Q9VZU3	
Q7KRR5	GO:0006516,GO:0030513,GO:0006517,GO:0006515,GO:0007495
Q9NHP2	GO:0008340,GO:0007391,GO:0007390,GO:0008258,GO:0045087,GO:0060548,GO:0022407,GO:0032494,GO:0006511
Q9VPJ1	GO:0071805,GO:0051453
Q9W0S8	GO:0051301,GO:0007143,GO:0051225,GO:0007056
Q7KT13	GO:0043695,GO:0007606
Q8SX76	GO:0051598,GO:0007131
Q9VID4	GO:0042593,GO:0006355,GO:0006357,GO:0009744,GO:0070328
Q9VSL0	GO:0006355,GO:0006351
Q9I7S2	GO:0008152
Q9VQZ3	
R9PY70	GO:0045216
Q9VT65	GO:0007298,GO:0016322,GO:0016540,GO:0006508
Q9VDR6	GO:0022416,GO:0015012,GO:0015015,GO:0008587,GO:0007424
Q9VHN0	GO:0060271,GO:1905515
Q7KSC4	GO:0006850,GO:0006090
Q9VIQ2	
Q9XYU1	GO:0007049,GO:0006270
Q86BN8	GO:0016311,GO:0006655,GO:0006470
Q8MUJ1	GO:0045176,GO:0006915,GO:0045167,GO:0050829,GO:0043652,GO:0097191,GO:0014009,GO:0006955,GO:0045087,GO:0007254,GO:0035006,GO:1900074,GO:0070050,GO:1904058
Q9VG73	GO:0006955,GO:0000398,GO:0045893,GO:0006351
Q9VLP6	
Q9W5D6	GO:0042752
Q7KT58	
Q7KT79	GO:0045944
Q9VM67	
Q7KTF1	GO:0015746,GO:0006814
Q7KTG0	
Q9VT35	
Q7KTI6	GO:0007605
Q7KTJ7	GO:0007411,GO:0098609,GO:0070593,GO:0051643,GO:0007156,GO:0051646,GO:0051647,GO:0008594,GO:0045214
Q7KTS2	GO:0032147,GO:0000045,GO:0006914,GO:0000422,GO:0030242,GO:0009267,GO:0061723,GO:0060729,GO:0035096,GO:0016236,GO:0034727,GO:0001934,GO:0061709,GO:0035071
Q7KTV4	
Q9VKU5	
Q9W270	GO:0007588,GO:0071702,GO:0043252
Q7KUE8	
Q9VIF0	GO:0035067,GO:0000122,GO:0042273
Q9VXE9	GO:0051276,GO:0001737,GO:0007476
Q9I7W2	GO:0006814
Q9VTK6	GO:0000122,GO:0010468
Q7KUX2	GO:0006520,GO:0019344,GO:0006536,GO:0006751,GO:0006749
Q9VTI3	GO:0046835,GO:0006000,GO:0070873,GO:0009750,GO:0009749,GO:0032868,GO:0009744,GO:0010043
Q7KVC2	GO:0007018,GO:0090307
Q9VMJ4	GO:0033138,GO:0046579,GO:0007264
Q8IHA0	GO:0019722,GO:0043065,GO:0051300
Q9VGV7	GO:0015074,GO:0006313
Q9VTW5	GO:0006355
Q9VQ04	
Q7KVM5	GO:0006470
Q7KVP9	GO:0006974,GO:0010972,GO:0006289,GO:0000717,GO:0033683,GO:0045951,GO:0045893,GO:0001111,GO:0006468,GO:0051983,GO:0007088,GO:0000019,GO:0007348,GO:0006979,GO:0009411,GO:0001113,GO:0006366,GO:0006367
Q9VCF4	GO:0007411,GO:0048749,GO:0042051,GO:0006886,GO:0046907,GO:0016192
Q9VPB4	
Q9VB29	GO:0032504
Q9VHP9	GO:0007059,GO:0016321,GO:0051382,GO:0007080,GO:0071459,GO:0034501,GO:0090230,GO:2000736
Q9VS21	
Q9VT29	
Q9VX93	
Q7KVW1	GO:0007298,GO:0060269,GO:0051276,GO:0008069,GO:0046843,GO:0008298,GO:0007616,GO:0008070,GO:0030837,GO:0010738,GO:0040040
Q9V3P0	GO:0007155,GO:0045454,GO:0008340,GO:0007281,GO:0008354,GO:0042744,GO:0006979,GO:0042594
Q9W5B6	GO:0002143
Q9VEA9	GO:0006468
Q7KY04	GO:0006897,GO:0006886,GO:0007299,GO:0032482,GO:0030100,GO:0016192
Q7PL26	GO:0016480,GO:0006351
Q7PLH4	
Q9VFC0	GO:0007411,GO:0051301,GO:0034088
Q9VWK9	GO:0051276
Q9VAD4	GO:0006413
Q7YU03	GO:0035335,GO:0006470
Q7YU24	GO:0008344,GO:0019896,GO:0006697,GO:0007029,GO:0034389,GO:0008053,GO:0051646,GO:0070584,GO:0007005,GO:0010636,GO:0090140,GO:0034976
Q7YU66	GO:0006974,GO:0006281,GO:0000724,GO:0016925,GO:0031000,GO:0007062
Q9W441	GO:0007166
Q9W4L7	
Q7YZA2	
Q9VTR5	GO:0006030
Q9VWH7	GO:0046835,GO:0006003,GO:0006000,GO:0006096
Q868T3	GO:0018990,GO:0007186,GO:0007218
Q9V407	GO:0035293,GO:0007623,GO:0007450,GO:0007455,GO:0007507,GO:0008587,GO:0090090,GO:0048477,GO:0030707,GO:0032436,GO:0010941,GO:0042594,GO:0007367,GO:0035019,GO:0016055
Q9VB89	GO:0016042
Q9VCN5	
Q9W376	
Q86B44	GO:0071722,GO:0045471
Q8MT40	GO:0016567
Q86B47	
Q9VDC6	GO:0048085,GO:0043042,GO:0007593,GO:0007623,GO:0048067,GO:0048066,GO:0042417,GO:0006633,GO:0001692,GO:0045475,GO:0006583,GO:0048022,GO:0042440,GO:0048082
Q9VVP9	GO:0042381
Q86B79	GO:0008407,GO:0048749,GO:0007476,GO:0002164,GO:0030182,GO:0050767
Q9N2M8	GO:0048675,GO:0002165,GO:0050768,GO:1904799,GO:0016246,GO:0035071,GO:0007430
Q86B80	
Q86B83	
Q960V6	GO:0098722,GO:0016197,GO:0036335,GO:0008593,GO:0048867
Q9VKR4	GO:0006546,GO:0019464
Q9VQ62	GO:0045456,GO:0032367,GO:0061057,GO:0055092,GO:0015918,GO:0008039
Q9W141	GO:0006754,GO:1902600
Q9W1R0	GO:0048067,GO:0042438
Q9VDV5	
Q9VRW9	
Q9XZ21	GO:0006915,GO:0035736,GO:0006511
Q9VB74	GO:0000398,GO:0045892,GO:0007219
Q9VP80	GO:0030036,GO:0007417,GO:0007520,GO:0032014
Q9VSM4	
Q9VYE9	GO:0000398
Q9W2N6	GO:0006396
Q9VB80	
Q9VY47	
Q8IQ73	GO:0045921
Q86BH3	GO:0006388
Q86BI1	
Q9VN39	
Q9XZ63	GO:0042417,GO:0070050,GO:0031175,GO:0001963
Q9V3Y0	
Q9VCF8	
Q9VDD3	GO:0007166,GO:0071444,GO:0050911,GO:0055088,GO:0035073,GO:0019236
Q9VRU0	GO:0006508
Q9VWV9	GO:0006497,GO:0008104,GO:0051604,GO:0045234,GO:0018345,GO:0009306,GO:0030111,GO:0061355,GO:0016055
Q9VY83	GO:0033499,GO:0006006
Q86BL2	GO:0006909
Q86BM4	
Q86BM5	GO:0048149,GO:0046580,GO:0090175
Q8IQ97	GO:0031532,GO:0000915,GO:0007415,GO:0032507,GO:0007443,GO:0007110,GO:0007111,GO:0008078,GO:0007509,GO:1903475,GO:0000281,GO:0090090,GO:0045792,GO:0007399,GO:0043547,GO:0050770,GO:0008360,GO:2000431,GO:0043087,GO:0035023,GO:0009611,GO:0051225,GO:0042060
Q9VM45	GO:0007059,GO:0007080
Q9VVV7	GO:0006396
Q9VGB6	GO:0006096
Q86BR9	GO:0008347,GO:0051126,GO:0008355,GO:0016318,GO:0006468,GO:2001135,GO:0090175,GO:0007291
Q9VB52	GO:0008285,GO:0010629,GO:0000122,GO:0007405,GO:0007347,GO:0035190
Q86CW5	GO:0000070,GO:0010529,GO:0006355,GO:0010528,GO:0000723,GO:0006351
Q86DS1	GO:0051085
Q86LG1	GO:0071462,GO:0042756,GO:0035002,GO:0009415,GO:0006814
Q86NL9	
Q86NV3	GO:0032926,GO:0090099,GO:0032927
Q9VH25	GO:0006886,GO:0007269,GO:0016082
Q86P04	GO:0006596,GO:0008295
Q9Y105	GO:0048813,GO:0006425,GO:0032873,GO:0045892
Q9V4Q8	GO:0006325,GO:0000278,GO:0000398,GO:0007283
Q9VLH8	GO:0007411,GO:0030154,GO:0007417,GO:0007399,GO:0045944,GO:0006355
Q9W2L6	GO:0046475
Q86P97	GO:0033619,GO:0006465
Q86PD7	GO:0017186
Q8I050	
Q9VUG4	
Q8MT18	GO:0006099
Q9VBX5	GO:0018410,GO:0018094
Q9W028	GO:0048067,GO:0042438
Q9W448	GO:0016042
Q8I0P1	GO:0008344,GO:0051301,GO:0031122,GO:0035099,GO:0007626,GO:0000226,GO:0051013,GO:0007079,GO:0000070,GO:0000022,GO:1900074,GO:0045886,GO:0048691,GO:0050775,GO:0045834,GO:0031117,GO:1900075,GO:0045887,GO:0034214,GO:0048167,GO:2000331,GO:0019226
Q8I0P9	GO:0016311
Q8I8U9	GO:0043966,GO:0006357,GO:0006367
Q9VTX1	GO:0006366
Q9VW13	
Q8I937	GO:0000447,GO:0042273,GO:0000055
Q8I941	
Q8IFW4	GO:0045454,GO:0006662,GO:0055114,GO:0006457
Q8IGI0	
Q94900	GO:0007268,GO:1902476,GO:0006821,GO:0034220,GO:0050877,GO:0042391,GO:0007165
Q8IGV3	GO:0016311,GO:0046839,GO:0006644
Q9VEW3	
Q9VZI3	GO:0048738,GO:0007160,GO:0050829,GO:0007229
Q9VX83	GO:0003333
Q9VY04	GO:0045455,GO:0007498
Q9U3W6	
Q9VHC0	GO:0000398,GO:0000335,GO:0000381,GO:0008380
Q9VKP7	GO:0030163,GO:0006508
Q9VPS0	
Q9W508	GO:0006629,GO:0035336,GO:0030308,GO:0010884,GO:0010025
Q8IH21	GO:0032529,GO:0007305
Q9VJ49	
Q9VNX3	
Q9VI18	
Q9W1A8	
Q8IHD3	
Q8IMA6	GO:0006812,GO:0006874
Q8IMF4	GO:0006656,GO:0006646,GO:0016310
Q8IPU3	GO:0019243,GO:0001666
Q9VUY8	GO:0045785,GO:0015031
Q9VBN7	GO:0015805
Q9VU15	GO:0000398,GO:0010628,GO:0000245
Q9VAG9	GO:0046854
Q9VLS0	GO:0005975
Q9VJ83	GO:2001235,GO:0046330,GO:0033209
Q8SYM5	
Q9V399	GO:0007423
Q9VA09	GO:0019934,GO:0099555
Q9VS48	GO:0008283,GO:0006281,GO:0006260,GO:0035825,GO:0036297,GO:0045132,GO:0000706,GO:0030716,GO:0007131,GO:0000712
Q8T3L1	GO:0007411,GO:0007268,GO:0061502,GO:0001676,GO:0030514,GO:0045886,GO:0007399,GO:0010890,GO:0035282
Q8IN43	GO:0034605,GO:0034644,GO:0045087,GO:0009617,GO:0009408,GO:0006979,GO:0009411
Q9VPR4	GO:0007219,GO:0000027
Q8SX35	GO:0051865,GO:0006511
Q9VFV3	GO:0048067,GO:0042438
Q9W240	
Q8INE2	
Q8INE6	GO:0015986
Q8INF2	GO:0032049,GO:0016024
